"country","code","year","prod_ktOil","use_ktOil","nuclearPerc","importPerc","renewPerc","fosilPerc","GDP","population"
"Argentina","ARG","1971",30558.034,33654.963,0.394545077942888,9.20199793415314,6.72216754479867,92.8858397496975,33293199094.6727,24370660
"Argentina","ARG","1972",30963.026,34199.156,0.378208163967555,9.46260194257426,6.35712471968607,93.2661759255111,34733000536.4685,24785830
"Argentina","ARG","1973",30525.439,35601.624,0.723236670327174,14.2582961945781,5.88876788317297,93.3759201546536,52544000117.2532,25215328
"Argentina","ARG","1974",30875.03,36303.336,1.93479739713177,14.9526368595988,6.507787603872,91.5375215104199,72436777341.9953,25646533
"Argentina","ARG","1975",30636.421,35948.219,3.06894480641725,14.7762480249717,5.26090040788947,91.6517338452845,52438647921.8723,26070443
"Argentina","ARG","1976",31039.932,37186.387,2.96182847771686,16.5287770495155,4.87760480737212,92.1293536798829,51169499890.7757,26483835
"Argentina","ARG","1977",32698.548,38204.614,2.41459840426604,14.4120445766053,5.18702269835785,92.3805957050109,56781000100.9442,26889764
"Argentina","ARG","1978",33923.963,38900.253,3.6539273921946,12.792436080043,5.38309352383903,90.9466192931959,58082870156.265,27293093
"Argentina","ARG","1979",36350.125,41111.993,3.93635015456439,11.5826736981591,4.68654973744523,91.3687327199146,69252328953.3803,27701412
"Argentina","ARG","1980",38813.502,41819.769,4.57248341089593,7.1886265081952,5.145647743774,90.2773446692161,76961923741.9469,28120135
"Argentina","ARG","1981",39452.23,40836.332,4.88970703833048,3.38938864538568,5.08787860770649,90.0188342087139,78676842366.4213,28550123
"Argentina","ARG","1982",39982.124,41072.833,4.8702045948474,2.6555484984442,4.67479562464074,90.4455774940092,84307486836.724,28989069
"Argentina","ARG","1983",41994.521,41797.67,5.91276499383817,-0.470961658867593,4.93332283833046,89.1551442939284,103979106777.911,29435404
"Argentina","ARG","1984",42932.576,43329.179,6.73715280873427,0.915325443853888,4.80315124364577,88.4606883504532,79092001998.032,29886564
"Argentina","ARG","1985",42555.241,41340.906,7.92970284686069,-2.93736910361858,4.9176474264981,87.1538954661516,88416668900.2596,30340419
"Argentina","ARG","1986",42869.722,43877.643,7.50973565284717,2.2971174636705,4.037450234052,88.4537918319815,110934442762.694,30796481
"Argentina","ARG","1987",43317.808,46271.233,7.70055987053555,6.38285346750972,4.10526773730019,88.1618304833156,111106191358.197,31254574
"Argentina","ARG","1988",46258.197,47861.397,5.85823267966875,3.34967238837595,3.81036098883616,90.1840621158634,126206817196.091,31713147
"Argentina","ARG","1989",47240.937,46507.351,5.22107569618403,-1.57735494330777,3.36028383986007,91.3792509919561,76636898036.4712,32170407
"Argentina","ARG","1990",48417.108,46073.714,7.45502956414584,-5.08618428286463,3.73657960371938,88.6551451007401,141352368714.691,32624874
"Argentina","ARG","1991",50216.944,47487.982,7.19396120054122,-5.7466371175764,3.79199730997203,88.8555803445175,189719989668.103,33075194
"Argentina","ARG","1992",54321.957,49956.211,7.03090952994814,-8.73914556890633,3.71482536976233,88.8102902760179,228779382768.151,33520803
"Argentina","ARG","1993",56949.771,49934.367,8.15522303506921,-14.0492498883585,3.94241304791147,87.6507376172407,236753563469.871,33961947
"Argentina","ARG","1994",62400.778,53436.2,8.41964248954828,-16.7762266029396,4.37999520924018,87.0407139729247,311852387500,34399343
"Argentina","ARG","1995",66876.734,54036.996,7.67806189670499,-23.7610136581241,4.893904539031,87.0903167896306,312569210000,34833168
"Argentina","ARG","1996",72042.808,55599.117,7.04175391850198,-29.5754535094505,4.83908404516568,87.5989775161357,329671180000,35264070
"Argentina","ARG","1997",77473.134,58532.488,7.66286408327628,-32.3592019529394,4.52313593777186,87.0515960298834,354757527500,35690778
"Argentina","ARG","1998",79678.457,60078.965,7.0216672341143,-32.6228855640239,4.98913055509528,86.844041005034,362133800000,36109342
"Argentina","ARG","1999",80057.948,60415.907,6.11525868510093,-32.5113732050733,4.92490164883232,88.1977142211901,343448277500,36514558
"Argentina","ARG","2000",82264.724,60953.89,6.7056228896958,-34.9622214431269,4.84860441228607,88.2726549527848,344272910000,36903067
"Argentina","ARG","2001",84487.151,57835.495,8.69329466273263,-46.081832618533,5.22572513644087,85.820014162583,325488360000,37273361
"Argentina","ARG","2002",81336.356,55386.173,8.31681582332832,-46.8531794027365,5.35161907647961,85.4125017809048,123607470068.633,37627545
"Argentina","ARG","2003",84268.092,59047.312,8.27534875761999,-42.7128333970563,5.41411097595772,85.5772130660241,156988741752.415,37970411
"Argentina","ARG","2004",87129.602,67302.736,6.9458409536278,-29.4592273336406,3.16214336368138,89.4487439559664,183295704305.31,38308779
"Argentina","ARG","2005",84685.03,66973.091,7.05050182020119,-26.4463514159739,3.39002421136573,89.0616277513606,222907566120.932,38647854
"Argentina","ARG","2006",86192.461,73128.145,7.2120535807383,-17.864962935953,3.80739454009123,88.7032468825785,264489701813.206,38988923
"Argentina","ARG","2007",82857.413,73672.983,6.10481864159077,-12.4664831339869,3.46787369801492,89.5339571088088,329761480066.765,39331357
"Argentina","ARG","2008",82500.496,77793.834,5.82271854604826,-6.05017359087868,2.90338563336524,90.6677565216801,406003733832.97,39676083
"Argentina","ARG","2009",81067.744,76075.126,6.62815596256784,-6.56274693518089,2.98743770730002,89.6886085998727,378496221140.697,40023641
"Argentina","ARG","2010",79494.086,78162.085,6.08919017449445,-1.70415233933433,3.50682815075877,89.4579603397222,462703793707.187,40374224
"Argentina","ARG","2011",77239.075,80112.354,5.46386765766488,3.58656169309419,3.83142030753459,89.6669669699133,557727273772.913,40728738
"Bolivia","BOL","1971",2295.122,1020.636,7.56665451737936,-124.871746636411,19.0663468660717,73.3669986165489,1095454545.45455,4321324
"Bolivia","BOL","1972",3787.575,1128.191,7.23405877196326,-235.721079143514,19.2383204616949,73.5276207663419,1257615644.97932,4429194
"Bolivia","BOL","1973",4566.603,1193.249,7.00541127627176,-282.703274840373,19.1240051322063,73.870583591522,1263018490.75462,4540197
"Bolivia","BOL","1974",4456.973,1277.934,6.95841882288131,-248.763942425822,18.0641566778879,74.9775810018358,2100249875.06247,4653409
"Bolivia","BOL","1975",4264.549,1480.678,6.23795315389301,-188.01326149237,16.8970566186571,76.8650577640783,2404697651.17441,4768177
"Bolivia","BOL","1976",4368.592,1621.859,5.97067932539142,-169.357077279838,17.0811396058474,76.9481810687612,2732083958.02099,4884284
"Bolivia","BOL","1977",4168.967,1734.402,5.8956343454401,-140.369130109398,16.6019757818545,77.5023898727054,3227436281.85907,5001971
"Bolivia","BOL","1978",4035.518,1880.155,5.75878052607365,-114.637516587728,15.3200666966287,78.9210995901934,3758220889.55522,5121608
"Bolivia","BOL","1979",3960.951,2070.215,5.34224706129557,-91.3304173721087,14.5272350939395,80.1305661489265,4421343606.18135,5243771
"Bolivia","BOL","1980",4365.117,2444.497,3.73974686816961,-78.5691289455459,30.1213705723509,66.1389234676909,4537487842.81733,5368901
"Bolivia","BOL","1981",4513.145,2566.025,3.87431922915794,-75.8807883789129,31.2772868541811,64.848393916661,5891606677.69193,5497112
"Bolivia","BOL","1982",4718.857,2698.069,3.64964721065325,-74.8975656293445,31.9008520538207,64.4494636719817,5594118400.64131,5628347
"Bolivia","BOL","1983",4809.148,2559.434,3.8406147609198,-87.898887019552,35.3576611078856,60.8016850600562,5422656261.8957,5762673
"Bolivia","BOL","1984",4746.601,2552.383,3.92198192826077,-85.9674273022505,35.4057757005904,60.6722423711488,6169481549.38442,5900127
"Bolivia","BOL","1985",4724.652,2520.035,3.89724745886466,-87.4835865374886,36.5017946179319,59.6009579232034,5377277406.71638,6040757
"Bolivia","BOL","1986",4653.17,2382.196,4.02166740268223,-95.3311146521949,39.2213319139147,56.756958705329,3959379487.6064,6184440
"Bolivia","BOL","1987",4426.754,2207.066,4.13426694081645,-100.571890464535,29.7035974456586,66.1620903045038,4347956298.51327,6331219
"Bolivia","BOL","1988",4632.118,2306.258,4.33680880456566,-100.849948271182,31.6566056356227,64.0065855598116,4597615562.66594,6481463
"Bolivia","BOL","1989",4753.042,2456.753,4.08514816100764,-93.468452058469,28.2836736130983,67.603173782631,4715978868.21613,6635658
"Bolivia","BOL","1990",4923.208,2610.591,3.8872423907077,-88.5859562068512,28.8800122271164,67.2030586177613,4867582620.20708,6794046
"Bolivia","BOL","1991",5051.706,2691.175,4.16390610049514,-87.7137681496001,29.2885821249083,66.5187139446524,5343259388.76337,6956736
"Bolivia","BOL","1992",5057.839,2850.459,3.81657831247529,-77.4394579960631,26.9389947373388,69.2082222547316,5643864407.82255,7123294
"Bolivia","BOL","1993",5148.215,2998.922,4.30728108300249,-71.6688530078475,25.9660971509096,69.6893417034521,5734703452.22129,7292745
"Bolivia","BOL","1994",5570.967,3307.087,3.42222626740694,-68.4554110611544,24.0158483886272,72.5203479678642,5981218996.99601,7463773
"Bolivia","BOL","1995",5773.392,3718.093,2.92133628717732,-55.2783106823848,21.9070098569347,75.148496823506,6715164550.84431,7635362
"Bolivia","BOL","1996",5943.53,4124.54,2.97124042923575,-44.1016452743821,18.3598413398828,78.6480674208518,7396952081.04662,7806953
"Bolivia","BOL","1997",5795.725,4521.263,2.97682306912913,-28.1881854694142,16.5602841506898,80.438165176412,7925733785.53783,7978521
"Bolivia","BOL","1998",5988.921,4715.349,2.83788114092934,-27.0090718629735,15.6978412414436,81.4387227753449,8497499333.04659,8150214
"Bolivia","BOL","1999",5189.814,4477.008,3.43077340938412,-15.9214814894233,16.3420525493812,80.1983601548177,8285061618.15839,8322408
"Bolivia","BOL","2000",5542.668,3737.193,4.47581915089748,-48.3109916988499,19.3477564578549,76.1396053133997,8397858184.79382,8495271
"Bolivia","BOL","2001",6225.027,2902.624,6.30787866427067,-114.46205226719,24.6811161211373,68.9843396871245,8141513292.12402,8669066
"Bolivia","BOL","2002",7051.317,3527.022,5.37161378636141,-99.9226826484212,20.302963803458,74.3034491987858,7905485216.17852,8843350
"Bolivia","BOL","2003",8048.395,3688.32,4.63305786916537,-118.213034660767,19.3904541905258,75.9555027763318,8082396525.99433,9016787
"Bolivia","BOL","2004",10762.932,3622.249,5.10218927522652,-197.133962905366,20.2385865797741,74.6592517521573,8773451738.91129,9187610
"Bolivia","BOL","2005",13924.507,5182.705,3.25899313196487,-168.672575421522,15.2286884937499,81.5123183742852,9549196255.88892,9354709
"Bolivia","BOL","2006",14650.617,6438.918,2.88362113013398,-127.532281044735,12.5027683222554,84.6136105476106,11451845341.2441,9517395
"Bolivia","BOL","2007",15512.347,5371.809,3.71260407806756,-188.773241937679,14.7183751321017,81.5690394055336,13120183156.7149,9676456
"Bolivia","BOL","2008",16176.103,5972.83,3.32750136869792,-170.828116654919,17.6776168081127,78.9948650807071,16674324634.2373,9834098
"Bolivia","BOL","2009",14194.802,6203.299,3.1858532048834,-128.826661426444,17.7680456802098,79.0460849944521,17339992165.2422,9993406
"Bolivia","BOL","2010",16742.5,7341.145,2.55968244735665,-128.063878318709,24.296550469988,73.1437807045086,19649631308.1648,10156601
